#Parameters = {R=160}
#"Wavelength / nm"	"Total ACS [pw] (R=160) [Magnitude / nm^2]"
#-------------------------------------------------------------
749.48114500000	8201.6696121552
745.75238308458	8864.2023611832
742.06053960396	9657.7444485238
738.40506896552	10577.611997966
734.78543627451	11621.055078037
731.20111707317	12763.501639933
727.65159708738	14023.926808769
724.13637198068	15351.991853721
720.65494711538	16587.126397768
717.20683732057	17643.283927292
713.79156666667	18469.428594318
710.40866824645	19079.230970719
707.05768396226	19565.997778113
703.73816431925	20106.448364221
700.44966822430	20971.373975126
697.19176279070	22571.327407004
693.96402314815	25564.697689255
690.76603225806	30998.026376476
687.59738073394	40071.034777245
684.45766666667	50886.621048665
681.34649545455	53362.759464644
678.26347963801	44454.503688973
675.20823873874	34031.807542890
672.18039910314	26696.012338282
669.17959375000	22088.118779050
666.20546222222	19217.929007675
663.25765044248	17416.576852233
660.33581057269	16300.201485542
657.43960087719	15648.040635082
654.56868558952	15328.811528355
651.72273478261	15322.764602005
648.90142424242	15671.124112432
646.10443534483	16159.107241987
643.33145493562	16730.357015834
640.58217521368	17324.327597615
637.85629361702	17879.992713097
635.15351271186	18346.308932698
632.47354008439	18696.259522824
629.81608823529	18938.291392139
627.18087447699	19116.453672245
624.56762083333	19312.099286743
621.97605394191	19632.235326979
619.40590495868	20248.204415137
616.85690946502	21457.428792533
614.32880737705	23434.919509290
611.82134285714	26637.463851398
609.33426422764	31781.024681397
606.86732388664	39863.643756935
604.42027822581	51592.311564219
601.99288755020	64944.973593434
599.58491600000	72529.438020561
597.19613147410	68947.637544032
594.82630555556	59606.055150045
592.47521343874	51751.125831933
590.14263385827	48387.525528094
587.82834901961	50472.661048607
585.53214453125	56759.153553471
583.25380933852	54946.757583135
580.99313565891	43803.612484887
578.74991891892	34704.701922188
576.52395769231	29399.875573095
574.31505363985	26468.991475104
572.12301145038	24920.697354888
569.94763878327	24250.645350237
567.78874621212	24211.290423709
565.64614716981	24694.025190701
563.51965789474	25675.477287978
561.40909737828	28024.126550733
559.31428731343	30925.059936336
557.23505204461	34388.804326078
555.17121851852	38340.809761016
553.12261623616	42572.733949958
551.08907720588	46699.612609150
549.07043589744	50200.659203387
547.06652919708	52594.940586155
545.07719636364	53667.833578656
543.10227898551	53593.132369701
541.14162093863	52829.581972154
539.19506834532	51925.412009846
537.26246953405	51198.507002313
535.34367500000	51536.376122140
533.43853736655	53635.978734589
531.54691134752	57660.378667238
529.66865371025	61228.978524364
527.80362323944	60088.994003805
525.95168070175	55462.423911742
524.11268881119	51371.663553688
522.28651219512	48398.466289875
520.47301736111	45411.423305948
518.67207266436	42550.203649856
516.88354827586	40449.993309474
515.10731615120	39188.641341870
513.34325000000	38701.132362381
511.59122525597	38837.207775275
509.85111904762	39510.839486376
508.12281016949	40697.399076379
506.40617905405	42397.348137175
504.70110774411	44676.984486064
503.00747986577	47612.785802920
501.32518060201	51319.052306589
499.65409666667	55924.560069179
497.99411627907	61511.113199521
496.34512913907	67989.105386916
494.70702640264	75342.939460107
493.07970065789	82019.922324681
491.46304590164	86189.844579307
489.85695751634	86999.092719651
488.26133224756	85155.982063690
486.67606818182	82175.270246385
485.10106472492	79217.059270131
483.53622258065	76655.211503806
481.98144372990	74438.409908049
480.43663141026	72575.167385478
478.90169009585	71088.501476911
477.37652547771	69979.168189370
475.86104444444	69783.130806920
474.35515506329	70275.980565726
472.85876656151	71249.985457681
471.37178930818	72706.676192195
469.89413479624	74599.544516638
468.42571562500	76813.275660278
466.96644548287	79183.928462403
465.51623913043	81522.219170741
464.07501238390	83667.834559474
462.64268209877	85545.258398670
461.21916615385	87152.619901283
459.80438343558	88562.593183320
458.39825382263	89839.359783981
457.00069817073	90898.131502592
455.61163829787	91481.971702440
454.23099696970	91303.097531786
452.85869788520	90341.932092105
451.49466566265	88904.757489162
450.13882582583	87425.294343691
448.79110479042	86188.524487374
447.45142985075	85268.864900863
446.11972916667	84596.816640611
444.79593175074	84045.289092264
443.47996745562	83514.848093529
442.17176696165	82983.195862121
440.87126176471	82510.313859640
439.57838416422	82244.726300920
438.29306725146	82298.152956551
437.01524489796	82726.877698039
435.74485174419	83414.807648396
434.48182318841	84133.273725871
433.22609537572	84650.145576509
431.97760518732	84815.771396992
430.73629022989	84677.169442955
429.50208882521	84404.496696373
428.27494000000	84202.420732864
427.05478347578	84309.151640082
425.84155965909	84949.755502999
424.63520963173	85943.087228268
423.43567514124	87078.491995243
422.24289859155	88098.671598977
421.05682303371	88796.891146533
419.87739215686	89084.336655968
418.70455027933	88985.730522001
417.53824233983	88592.067886520
416.37841388889	88032.798929443
415.22501108033	87409.917346446
414.07798066298	86819.691763374
412.93726997245	86359.591828797
411.80282692308	86168.823457275
410.67460000000	86226.263224189
409.55253825137	86506.745011725
408.43659128065	86926.916180399
407.32670923913	87371.795224330
406.22284281843	87752.395391182
405.12494324324	87989.936808398
404.03296226415	88054.752002446
402.94685215054	87959.037083437
401.86656568365	87741.690958714
400.79205614973	87452.143699391
399.72327733333	87121.784438891
