#
#"Frequency / THz"	"Total ACS [pw] [Magnitude / nm^2]"
#-----------------------------------------------------
400.00000000000	0.52575573540253
405.00000000000	0.0000000000000
410.00000000000	0.0000000000000
415.00000000000	0.0000000000000
420.00000000000	0.0000000000000
425.00000000000	0.79166591784580
430.00000000000	2.4831812389088
435.00000000000	4.3086925901117
440.00000000000	6.1195781047463
445.00000000000	7.7987190609202
450.00000000000	9.2623596421987
455.00000000000	10.461572891875
460.00000000000	11.377273337903
465.00000000000	12.019589143551
470.00000000000	12.419613639919
475.00000000000	12.625719441739
480.00000000000	12.697428267012
485.00000000000	12.699075397293
490.00000000000	12.695299291286
495.00000000000	12.746527874820
500.00000000000	12.905952125597
505.00000000000	13.215790657538
510.00000000000	13.706099755676
515.00000000000	14.395325607385
520.00000000000	15.287820765133
525.00000000000	16.376954338450
530.00000000000	17.645330820695
535.00000000000	19.067873875650
540.00000000000	20.612768160155
545.00000000000	22.245602320746
550.00000000000	23.931307611253
555.00000000000	25.636957850183
560.00000000000	27.334819265744
565.00000000000	29.003744329023
570.00000000000	30.631787728358
575.00000000000	32.217699911341
580.00000000000	33.771787463742
585.00000000000	35.315482807696
590.00000000000	36.881837432501
595.00000000000	38.514250889446
600.00000000000	40.265433828918
605.00000000000	42.193587355975
610.00000000000	44.361887865207
615.00000000000	46.833764411840
620.00000000000	49.669856491230
625.00000000000	52.924638418679
630.00000000000	56.642892950809
635.00000000000	60.856467296377
640.00000000000	65.581134917160
645.00000000000	70.816277382962
650.00000000000	76.542997023515
655.00000000000	82.725688922436
660.00000000000	89.315453813214
665.00000000000	96.254933415518
670.00000000000	103.48660404013
675.00000000000	110.96415612253
680.00000000000	118.66619064578
685.00000000000	126.61321888060
690.00000000000	134.89117734849
695.00000000000	143.67379712141
700.00000000000	153.24859071128
705.00000000000	164.04663899896
710.00000000000	176.67742821179
715.00000000000	191.94997734958
720.00000000000	210.90112865801
725.00000000000	234.82690493897
730.00000000000	265.28524023015
735.00000000000	304.09704117499
740.00000000000	353.33786230926
745.00000000000	415.30497883328
750.00000000000	492.44683302698
