#Parameters = {R=40}
#"Wavelength / nm"	"Total ACS [pw] (R=40) [Magnitude / nm^2]"
#------------------------------------------------------------
749.48114500000	0.0000000000000
745.75238308458	0.0000000000000
742.06053960396	0.0000000000000
738.40506896552	0.0000000000000
734.78543627451	0.0000000000000
731.20111707317	0.0000000000000
727.65159708738	0.0000000000000
724.13637198068	0.30321780448514
720.65494711538	0.71670151632782
717.20683732057	1.1289472542105
713.79156666667	1.5573545515074
710.40866824645	1.9674790364831
707.05768396226	2.3561809975371
703.73816431925	2.8840534270022
700.44966822430	3.3367447504919
697.19176279070	3.8103300496517
693.96402314815	4.2924075440051
690.76603225806	4.7789030325586
687.59738073394	5.2866553019920
684.45766666667	5.7819559501502
681.34649545455	6.2928850610311
678.26347963801	6.8012456174473
675.20823873874	7.3044970313970
672.18039910314	7.9415790244201
669.17959375000	8.4709704546773
666.20546222222	8.9949646464763
663.25765044248	9.5079216925218
660.33581057269	10.262946068235
657.43960087719	10.868724543425
654.56868558952	11.479491709477
651.72273478261	12.255248145216
648.90142424242	13.465527994611
646.10443534483	14.744813557263
643.33145493562	16.009426034938
640.58217521368	17.298865808230
637.85629361702	18.606784135956
635.15351271186	19.933467830866
632.47354008439	21.277092004567
629.81608823529	22.637627047771
627.18087447699	24.013953091467
624.56762083333	25.486410068511
621.97605394191	26.912517724462
619.40590495868	28.448794018604
616.85690946502	30.402253446328
614.32880737705	32.382946223080
611.82134285714	34.518387834806
609.33426422764	36.602769734572
606.86732388664	38.719255529515
604.42027822581	40.873966578218
601.99288755020	43.068500051072
599.58491600000	45.302845999420
597.19613147410	47.578332783198
594.82630555556	49.894811497748
592.47521343874	52.328899012292
590.14263385827	54.616405453918
587.82834901961	55.837294903055
585.53214453125	56.930796217327
583.25380933852	58.128558712697
580.99313565891	59.356400127990
578.74991891892	60.613212874980
576.52395769231	61.899450370677
574.31505363985	63.215310829240
572.12301145038	64.561640943549
569.94763878327	66.004586446464
567.78874621212	67.426057901553
565.64614716981	68.883007992504
563.51965789474	70.515948898059
561.40909737828	75.811534714258
559.31428731343	81.281764190903
557.23505204461	86.833054212940
555.17121851852	92.509880111613
553.12261623616	98.321636142620
551.08907720588	104.27298869465
549.07043589744	110.40310599403
547.06652919708	116.66183616766
545.07719636364	123.07813488697
543.10227898551	129.65851604412
541.14162093863	136.40889965827
539.19506834532	143.33626813593
537.26246953405	149.49110108955
535.34367500000	155.79751049907
533.43853736655	162.26082225696
531.54691134752	168.91221463800
529.66865371025	175.76029650750
527.80362323944	182.81306139226
525.95168070175	190.07953850425
524.11268881119	197.59488793037
522.28651219512	205.32888473136
520.47301736111	213.31103663256
518.67207266436	221.54675393907
516.88354827586	230.05105554951
515.10731615120	239.46003469332
513.34325000000	249.32056864138
511.59122525597	259.53627617688
509.85111904762	270.11388791115
508.12281016949	281.09333087584
506.40617905405	292.48541434647
504.70110774411	304.31147904203
503.00747986577	316.59551939510
501.32518060201	329.36184655357
499.65409666667	342.63710342153
497.99411627907	356.49877052028
496.34512913907	370.88734420612
494.70702640264	387.97296558897
493.07970065789	406.49294250923
491.46304590164	425.90991733794
489.85695751634	446.26395518140
488.26133224756	467.60763843651
486.67606818182	490.01048041320
485.10106472492	513.54649732981
483.53622258065	538.29554007682
481.98144372990	564.33021962509
480.43663141026	591.78614528853
478.90169009585	620.69383759174
477.37652547771	651.29429600956
475.86104444444	695.35662239475
474.35515506329	747.50659843582
472.85876656151	802.98944474032
471.37178930818	862.02721306332
469.89413479624	924.79628882283
468.42571562500	991.82426825668
466.96644548287	1063.4012660339
465.51623913043	1139.9407505444
464.07501238390	1221.8961793369
462.64268209877	1309.7611369558
461.21916615385	1404.0869765581
459.80438343558	1505.4803151502
458.39825382263	1616.1776288116
457.00069817073	1737.4185468212
455.61163829787	1869.3814106408
454.23099696970	2013.2150099936
452.85869788520	2170.1990175397
451.49466566265	2341.8560357408
450.13882582583	2529.7821525477
448.79110479042	2735.7982869399
447.45142985075	2961.9445012612
446.11972916667	3210.3501744366
444.79593175074	3483.4350170503
443.47996745562	3783.7544077727
442.17176696165	4139.0726604799
440.87126176471	4561.4976916694
439.57838416422	5030.2110478465
438.29306725146	5548.7967114984
437.01524489796	6119.7387295079
435.74485174419	6744.2448145562
434.48182318841	7421.2218843798
433.22609537572	8146.0679017305
431.97760518732	8909.8115909138
430.73629022989	9697.8358903940
429.50208882521	10489.075467214
428.27494000000	11256.276249102
427.05478347578	12016.360037814
425.84155965909	12733.847977371
424.63520963173	13260.809561416
423.43567514124	13564.733802245
422.24289859155	13636.549587558
421.05682303371	13491.207963144
419.87739215686	13162.698743494
418.70455027933	12695.558133998
417.53824233983	12136.418163155
416.37841388889	11527.341855995
415.22501108033	10902.655903805
414.07798066298	10287.945203610
412.93726997245	9670.2827798198
411.80282692308	9044.0900276827
410.67460000000	8488.5081879782
409.55253825137	8003.2920034557
408.43659128065	7584.8962177843
407.32670923913	7228.3460382832
406.22284281843	6928.4018009992
405.12494324324	6679.8237881826
404.03296226415	6478.2535091445
402.94685215054	6319.3016620594
401.86656568365	6199.6627022652
400.79205614973	6116.3467129793
399.72327733333	6079.7878748419
