#
#"Frequency / THz"	"Total RCS [pw] [Magnitude / nm^2]"
#-----------------------------------------------------
673.00000000000	18938.254817672
674.00000000000	19342.030154490
675.00000000000	19758.861255476
676.00000000000	20186.009431920
677.00000000000	20621.031673835
678.00000000000	21061.725287470
679.00000000000	21506.010828579
680.00000000000	21951.796325539
681.00000000000	22396.770591763
682.00000000000	22838.259696685
683.00000000000	23273.009757639
684.00000000000	23697.052950402
685.00000000000	24105.630273908
686.00000000000	24493.156334379
687.00000000000	24853.302146443
688.00000000000	25179.107791286
689.00000000000	25463.272981321
690.00000000000	25698.402623756
691.00000000000	25877.394631247
692.00000000000	25993.843689229
693.00000000000	26042.458616187
694.00000000000	26019.457886034
695.00000000000	25922.938721587
696.00000000000	25753.132557025
697.00000000000	25512.610558791
698.00000000000	25206.336919467
699.00000000000	24841.622532990
700.00000000000	24427.936203458
701.00000000000	23976.593959372
702.00000000000	23500.356219060
703.00000000000	23012.878113596
704.00000000000	22528.181886535
705.00000000000	22060.063735794
706.00000000000	21621.515484660
707.00000000000	21224.197748210
708.00000000000	20877.988363273
709.00000000000	20590.678485099
710.00000000000	20367.691571062
711.00000000000	20212.074334028
712.00000000000	20124.569263401
713.00000000000	20103.818504529
714.00000000000	20146.699053972
715.00000000000	20248.740593930
716.00000000000	20404.647095019
717.00000000000	20608.714278244
718.00000000000	20855.391008480
719.00000000000	21139.692671181
720.00000000000	21457.544215099
721.00000000000	21806.005809094
722.00000000000	22183.388039266
723.00000000000	22589.199486834
724.00000000000	23023.975420215
725.00000000000	23489.001477363
726.00000000000	23985.923513051
727.00000000000	24516.306672420
728.00000000000	25081.170880958
729.00000000000	25680.558172238
730.00000000000	26313.102427047
731.00000000000	26975.859506997
732.00000000000	27664.037452889
733.00000000000	28371.046022286
734.00000000000	29088.623145120
735.00000000000	29807.128871322
736.00000000000	30516.018290521
737.00000000000	31204.264578940
738.00000000000	31861.185488550
739.00000000000	32476.875390549
740.00000000000	33042.876603205
741.00000000000	33552.688898787
742.00000000000	34002.181708281
743.00000000000	34389.831074332
744.00000000000	34716.665115417
745.00000000000	34986.501307988
746.00000000000	35205.264606640
747.00000000000	35380.619513107
748.00000000000	35521.327632629
749.00000000000	35636.524660399
750.00000000000	35735.000408370
