#
#"Frequency / THz"	"Total ACS [pw] [Magnitude / nm^2]"
#-----------------------------------------------------
473.00000000000	3158.6247252106
474.00000000000	3346.0460410015
475.00000000000	3584.5819840486
476.00000000000	3848.5369295116
477.00000000000	4109.1832525580
478.00000000000	4338.5761400060
479.00000000000	4513.3141855569
480.00000000000	4617.6603681776
481.00000000000	4645.6776575106
482.00000000000	4602.0757338632
483.00000000000	4501.6574187574
484.00000000000	4367.4299328823
485.00000000000	4227.6162393697
486.00000000000	4111.9676020464
487.00000000000	4047.8760054682
488.00000000000	4056.7121054548
489.00000000000	4150.9845034534
490.00000000000	4332.6264303368
491.00000000000	4592.6466169635
492.00000000000	4912.2471232975
493.00000000000	5265.2076815559
494.00000000000	5621.3334711189
495.00000000000	5950.4212671639
496.00000000000	6226.3422698688
497.00000000000	6430.6270339763
498.00000000000	6555.1297796307
499.00000000000	6603.3989067605
500.00000000000	6590.5398247431
501.00000000000	6541.5913961771
502.00000000000	6488.5798269378
503.00000000000	6466.6174771074
504.00000000000	6509.5174839481
505.00000000000	6645.5005024554
506.00000000000	6893.5684169692
507.00000000000	7260.9443665925
508.00000000000	7742.1091493253
509.00000000000	8319.4275718821
510.00000000000	8965.4609709129
511.00000000000	9646.6691377181
512.00000000000	10328.114647495
513.00000000000	10978.593095049
514.00000000000	11575.501465026
515.00000000000	12108.968310429
516.00000000000	12584.518009698
517.00000000000	13023.979272625
518.00000000000	13464.341322516
519.00000000000	13954.644915376
520.00000000000	14551.179894945
521.00000000000	15311.219465034
522.00000000000	16286.360719392
523.00000000000	17515.768519250
524.00000000000	19020.270853582
525.00000000000	20797.940500730
526.00000000000	22821.722945894
527.00000000000	25039.469661141
528.00000000000	27376.137285258
529.00000000000	29738.715660738
530.00000000000	32022.792083086
531.00000000000	34120.442456202
532.00000000000	35928.697052939
533.00000000000	37357.754353128
534.00000000000	38338.315274928
535.00000000000	38826.619105932
536.00000000000	38808.155810992
537.00000000000	38298.269628675
538.00000000000	37340.424710881
539.00000000000	36002.079620112
540.00000000000	34368.763554684
541.00000000000	32536.885595664
542.00000000000	30605.501318833
543.00000000000	28669.082532026
544.00000000000	26810.566480968
545.00000000000	25096.032288589
546.00000000000	23571.237894299
547.00000000000	22260.268980392
548.00000000000	21166.332762861
549.00000000000	20274.052616100
550.00000000000	19553.834445641
551.00000000000	18966.781529231
552.00000000000	18470.086301547
553.00000000000	18022.237756230
554.00000000000	17587.480452061
555.00000000000	17139.251226371
556.00000000000	16661.869418341
557.00000000000	16151.256075254
558.00000000000	15613.934927574
559.00000000000	15064.915483923
560.00000000000	14524.764827186
561.00000000000	14016.252890895
562.00000000000	13561.069640284
563.00000000000	13176.671505691
564.00000000000	12874.276216607
565.00000000000	12657.522009765
566.00000000000	12522.213890541
567.00000000000	12457.083019730
568.00000000000	12445.396039689
569.00000000000	12467.207221952
570.00000000000	12501.675140509
571.00000000000	12529.736458639
572.00000000000	12536.221318581
573.00000000000	12511.461765052
574.00000000000	12452.182073138
575.00000000000	12361.601142673
576.00000000000	12248.821073292
577.00000000000	12127.318634618
578.00000000000	12013.369531972
579.00000000000	11923.968542123
580.00000000000	11874.858662443
581.00000000000	11878.783954896
582.00000000000	11944.214637227
583.00000000000	12074.688990839
584.00000000000	12268.556903409
585.00000000000	12519.702697557
586.00000000000	12818.544457228
587.00000000000	13153.487330376
588.00000000000	13512.563294269
589.00000000000	13885.091139983
590.00000000000	14263.204660076
591.00000000000	14642.763137141
592.00000000000	15024.218422057
593.00000000000	15412.658310127
594.00000000000	15817.428280775
595.00000000000	16251.218513674
596.00000000000	16728.815027868
597.00000000000	17265.637001222
598.00000000000	17875.871577467
599.00000000000	18571.123944958
600.00000000000	19358.947779121
601.00000000000	20241.758349292
602.00000000000	21216.149415652
603.00000000000	22272.677894937
604.00000000000	23396.196988386
605.00000000000	24566.244923043
606.00000000000	25758.441654100
607.00000000000	26945.796491350
608.00000000000	28100.350726263
609.00000000000	29194.918581873
610.00000000000	30204.841520680
611.00000000000	31109.732976211
612.00000000000	31894.489376805
613.00000000000	32550.732811473
614.00000000000	33077.317355238
615.00000000000	33480.487826366
616.00000000000	33773.504804607
617.00000000000	33975.766688128
618.00000000000	34111.525553044
619.00000000000	34207.688489830
620.00000000000	34292.086440009
621.00000000000	34390.999477500
622.00000000000	34526.847910411
623.00000000000	34716.056724127
624.00000000000	34967.260074802
625.00000000000	35280.209973167
626.00000000000	35644.898626418
627.00000000000	36042.169223755
628.00000000000	36444.693076214
629.00000000000	36818.873929438
630.00000000000	37127.398013582
631.00000000000	37332.304416290
632.00000000000	37398.408154402
633.00000000000	37296.269188852
634.00000000000	37005.462286233
635.00000000000	36516.790935764
636.00000000000	35833.754910827
637.00000000000	34972.974007412
638.00000000000	33963.489046693
639.00000000000	32845.016653978
640.00000000000	31664.971560385
641.00000000000	30475.162820023
642.00000000000	29327.777352986
643.00000000000	28271.341776338
644.00000000000	27346.988807129
645.00000000000	26585.412175442
646.00000000000	26004.740802349
647.00000000000	25609.494346447
648.00000000000	25390.929638143
649.00000000000	25328.472788651
650.00000000000	25392.213280567
651.00000000000	25546.170625367
652.00000000000	25751.957511896
653.00000000000	25972.527405726
654.00000000000	26175.486925897
655.00000000000	26335.802202050
656.00000000000	26437.503409383
657.00000000000	26474.290693556
658.00000000000	26448.998186262
659.00000000000	26372.081346751
660.00000000000	26259.260858272
661.00000000000	26128.744395699
662.00000000000	25998.281452704
663.00000000000	25882.481680029
664.00000000000	25790.726244954
665.00000000000	25725.929103272
666.00000000000	25684.257717698
667.00000000000	25655.854780712
668.00000000000	25626.574853926
669.00000000000	25580.215072777
670.00000000000	25501.222243377
671.00000000000	25377.368926349
672.00000000000	25202.079238928
673.00000000000	24976.064676376
674.00000000000	24707.962141429
675.00000000000	24414.183611408
676.00000000000	24117.371069988
677.00000000000	23844.184133571
678.00000000000	23622.387457092
679.00000000000	23477.671843347
680.00000000000	23430.534818655
681.00000000000	23493.594146652
682.00000000000	23670.036126279
683.00000000000	23952.617660888
684.00000000000	24324.174335037
685.00000000000	24759.201027373
686.00000000000	25226.353572864
687.00000000000	25691.701044373
688.00000000000	26122.133084452
689.00000000000	26489.165698060
690.00000000000	26771.505058568
691.00000000000	26957.289805359
692.00000000000	27045.070042813
693.00000000000	27043.647944836
694.00000000000	26970.743716685
695.00000000000	26850.529174630
696.00000000000	26711.153397238
697.00000000000	26581.022728623
698.00000000000	26485.790798936
699.00000000000	26445.751245989
700.00000000000	26474.026578074
701.00000000000	26575.787701578
702.00000000000	26748.384197498
703.00000000000	26983.248919637
704.00000000000	27267.461977116
705.00000000000	27586.514659439
706.00000000000	27927.031727363
707.00000000000	28279.130475546
708.00000000000	28638.104158485
709.00000000000	29005.005761253
710.00000000000	29387.082592437
711.00000000000	29795.808195254
712.00000000000	30244.892489003
713.00000000000	30747.609453387
714.00000000000	31313.857266946
715.00000000000	31947.542877098
716.00000000000	32644.229989214
717.00000000000	33391.139856669
718.00000000000	34166.364771883
719.00000000000	34940.609898676
720.00000000000	35679.783627768
721.00000000000	36348.311675952
722.00000000000	36912.986512769
723.00000000000	37346.301404310
724.00000000000	37630.951513297
725.00000000000	37760.787918708
726.00000000000	37742.155459242
727.00000000000	37593.354067200
728.00000000000	37342.649317312
729.00000000000	37025.036645009
730.00000000000	36677.717242507
731.00000000000	36337.162400010
732.00000000000	36033.566456685
733.00000000000	35787.865779528
734.00000000000	35609.667187653
735.00000000000	35496.669942596
736.00000000000	35435.651008376
737.00000000000	35404.572258638
738.00000000000	35377.807249980
739.00000000000	35329.103100145
740.00000000000	35236.556235563
741.00000000000	35086.556184632
742.00000000000	34876.580460335
743.00000000000	34616.471368625
744.00000000000	34327.262371055
745.00000000000	34040.540972923
746.00000000000	33792.828238051
747.00000000000	33621.217616938
748.00000000000	33558.031626443
749.00000000000	33625.803038607
750.00000000000	33833.386179687
