#
#"Frequency / THz"	"Total RCS [pw] [Magnitude / nm^2]"
#-----------------------------------------------------
400.00000000000	7.9348906836005
405.00000000000	8.7452418020894
410.00000000000	9.6172104919420
415.00000000000	10.554328260200
420.00000000000	11.559186046165
425.00000000000	12.631121812912
430.00000000000	13.771442107248
435.00000000000	14.981227854721
440.00000000000	16.260192932053
445.00000000000	17.607850275373
450.00000000000	19.026386991410
455.00000000000	20.517349778159
460.00000000000	22.080749494388
465.00000000000	23.719744805933
470.00000000000	25.438140219964
475.00000000000	27.238668764024
480.00000000000	29.124453077685
485.00000000000	31.100686832829
490.00000000000	33.172682691548
495.00000000000	35.343705409260
500.00000000000	37.619048968283
505.00000000000	40.005175791312
510.00000000000	42.506396404305
515.00000000000	45.126786644907
520.00000000000	47.872715281470
525.00000000000	50.750062983040
530.00000000000	53.761335094026
535.00000000000	56.912210204774
540.00000000000	60.208706015176
545.00000000000	63.654788751551
550.00000000000	67.254206848317
555.00000000000	71.012945332852
560.00000000000	74.937309737266
565.00000000000	79.030549597729
570.00000000000	83.299301953420
575.00000000000	87.751222158876
580.00000000000	92.392346505679
585.00000000000	97.228888062649
590.00000000000	102.27000643376
595.00000000000	107.52651083255
600.00000000000	113.00464128168
605.00000000000	118.71568037172
610.00000000000	124.67225900584
615.00000000000	130.88525412097
620.00000000000	137.36521089726
625.00000000000	144.12656140961
630.00000000000	151.18410883700
635.00000000000	158.54806070056
640.00000000000	166.23369967881
645.00000000000	174.25684587788
650.00000000000	182.63067263316
655.00000000000	191.36836224929
660.00000000000	200.48705840467
665.00000000000	210.00366846962
670.00000000000	219.93190244913
675.00000000000	230.29157463455
680.00000000000	241.10566882727
685.00000000000	252.39693938574
690.00000000000	264.19328269842
695.00000000000	276.53218261184
700.00000000000	289.45840568376
705.00000000000	303.02249369631
710.00000000000	317.29210088366
715.00000000000	332.35255481924
720.00000000000	348.30107560170
725.00000000000	365.25841331626
730.00000000000	383.37270950499
735.00000000000	402.81573900237
740.00000000000	423.78290695272
745.00000000000	446.50299600683
750.00000000000	471.23234320027
