#Parameters = {R=20}
#"Wavelength / nm"	"Total ACS [pw] (R=20) [Magnitude / nm^2]"
#------------------------------------------------------------
749.48114500000	0.0000000000000
745.75238308458	0.0000000000000
742.06053960396	0.0000000000000
738.40506896552	0.0000000000000
734.78543627451	0.0000000000000
731.20111707317	0.0000000000000
727.65159708738	0.0000000000000
724.13637198068	0.0000000000000
720.65494711538	0.0096557211827797
717.20683732057	0.030607154597832
713.79156666667	0.057820763434344
710.40866824645	0.085754331262374
707.05768396226	0.11781878825514
703.73816431925	0.15379371752041
700.44966822430	0.19359304303437
697.19176279070	0.23897006879152
693.96402314815	0.23678668783590
690.76603225806	0.26409695317604
687.59738073394	0.29963269082207
684.45766666667	0.34463263312861
681.34649545455	0.36278052850081
678.26347963801	0.40169405003980
675.20823873874	0.43816574405296
672.18039910314	0.47402789006022
669.17959375000	0.50931270472213
666.20546222222	0.54367973163176
663.25765044248	0.57682937505340
660.33581057269	0.58197070700350
657.43960087719	0.60377077741908
654.56868558952	0.62361429451605
651.72273478261	0.65454739255353
648.90142424242	0.71930034590749
646.10443534483	0.78112202097819
643.33145493562	0.83881266726316
640.58217521368	0.89229327804482
637.85629361702	1.0892349822630
635.15351271186	1.1734167244142
632.47354008439	1.2554580919059
629.81608823529	1.3379840822774
627.18087447699	1.4216472203076
624.56762083333	1.5066081613166
621.97605394191	1.5734677835114
619.40590495868	1.6609036720642
616.85690946502	1.7730950592125
614.32880737705	1.8854042675808
611.82134285714	1.9976269633678
609.33426422764	2.1099200034550
606.86732388664	2.2222456049854
604.42027822581	2.3343070542676
601.99288755020	2.4468275832277
599.58491600000	2.5972534632482
597.19613147410	2.7164657349236
594.82630555556	2.8378899920145
592.47521343874	2.9608489405624
590.14263385827	3.0746676453338
587.82834901961	3.1094298264939
585.53214453125	3.1457273478825
583.25380933852	3.1828188657219
580.99313565891	3.1669341667285
578.74991891892	3.1935864403818
576.52395769231	3.2206643439883
574.31505363985	3.2478084352668
572.12301145038	3.2754620559218
569.94763878327	3.3035053827936
567.78874621212	3.3320688719417
565.64614716981	3.3608071452327
563.51965789474	3.3985061748248
561.40909737828	3.6514167996128
559.31428731343	3.9042503471066
557.23505204461	4.1575485635461
555.17121851852	4.4382415412404
553.12261623616	4.6970173917269
551.08907720588	4.9569971738468
549.07043589744	5.2174595566916
547.06652919708	5.4786900609139
545.07719636364	5.7409276478837
543.10227898551	6.0037158545725
541.14162093863	6.2675100243034
539.19506834532	6.5636043349518
537.26246953405	6.7742602754441
535.34367500000	6.9810240295547
533.43853736655	7.1883136222149
531.54691134752	7.3959704310547
529.66865371025	7.6045534348500
527.80362323944	7.8131433161271
525.95168070175	8.0225877231157
524.11268881119	8.2326194309627
522.28651219512	8.4433074580539
520.47301736111	8.6545868773566
518.67207266436	8.8655568679732
516.88354827586	9.0793654358023
515.10731615120	9.3089373358132
513.34325000000	9.5419241863843
511.59122525597	9.7755201163388
509.85111904762	10.010014584990
508.12281016949	10.244835255297
506.40617905405	10.480487364382
504.70110774411	10.716844444131
503.00747986577	10.954029487341
501.32518060201	11.191868629356
499.65409666667	11.430595019961
497.99411627907	11.670302504393
496.34512913907	11.910546062702
494.70702640264	12.204855520404
493.07970065789	12.519287806174
491.46304590164	12.834229701231
489.85695751634	13.149744558114
488.26133224756	13.510201451780
486.67606818182	13.834206977746
485.10106472492	14.156947889391
483.53622258065	14.479934677044
481.98144372990	14.804162625912
480.43663141026	15.129310822628
478.90169009585	15.455369846016
477.37652547771	15.782664824478
475.86104444444	16.404121267435
474.35515506329	17.159622959552
472.85876656151	17.914952657383
471.37178930818	18.740309353180
469.89413479624	19.515684586009
468.42571562500	20.290486425706
466.96644548287	21.066255807619
465.51623913043	21.842792522301
464.07501238390	22.620201736635
462.64268209877	23.398754710799
461.21916615385	24.178363490884
459.80438343558	24.959242146903
458.39825382263	25.683861767090
457.00069817073	26.366716217903
455.61163829787	27.051100507577
454.23099696970	27.737179900161
452.85869788520	28.424811843785
451.49466566265	29.114220647743
450.13882582583	29.795167274431
448.79110479042	30.488731693425
447.45142985075	31.191837280897
446.11972916667	31.897626889888
444.79593175074	32.604580343849
443.47996745562	33.304759380481
442.17176696165	34.096816689427
440.87126176471	34.978915947840
439.57838416422	35.866182713516
438.29306725146	36.758940632749
437.01524489796	37.657263735326
435.74485174419	38.561235961861
434.48182318841	39.470902943623
433.22609537572	40.326155186737
431.97760518732	41.242620341741
430.73629022989	42.163407018542
429.50208882521	43.089121839446
428.27494000000	44.021118797275
427.05478347578	45.180624987241
425.84155965909	46.732883155213
424.63520963173	48.295239399032
423.43567514124	49.868269856358
422.24289859155	51.470992267222
421.05682303371	53.071604662837
419.87739215686	54.685584558042
418.70455027933	56.313147136031
417.53824233983	57.955293676164
416.37841388889	59.611963777810
415.22501108033	61.284092170096
414.07798066298	63.058347148934
412.93726997245	65.210355923333
411.80282692308	68.301688193078
410.67460000000	71.312966829036
409.55253825137	74.431521565036
408.43659128065	77.592115914497
407.32670923913	80.800143634652
406.22284281843	84.059291157397
405.12494324324	87.373161986372
404.03296226415	90.745225379648
402.94685215054	94.199986937067
401.86656568365	97.701142516278
400.79205614973	101.27704003905
399.72327733333	105.17302901741
