#Parameters = {R=60}
#"Wavelength / nm"	"Total RCS [pw] (R=60) [Magnitude / nm^2]"
#------------------------------------------------------------
749.48114500000	3765.7755617685
745.75238308458	3844.5770035099
742.06053960396	3925.1867197894
738.40506896552	4007.5918563527
734.78543627451	4091.9185139813
731.20111707317	4178.1851404715
727.65159708738	4266.9913112582
724.13637198068	4358.5459250117
720.65494711538	4452.2880011608
717.20683732057	4548.2933788672
713.79156666667	4646.6395413244
710.40866824645	4747.4023562889
707.05768396226	4850.6278876935
703.73816431925	4956.4470956160
700.44966822430	5064.8950931916
697.19176279070	5176.1015831627
693.96402314815	5290.1391987889
690.76603225806	5407.1278512111
687.59738073394	5527.8819639261
684.45766666667	5653.0677464401
681.34649545455	5781.6755929761
678.26347963801	5913.7497280118
675.20823873874	6049.5432296772
672.18039910314	6189.0853994473
669.17959375000	6332.6152147489
666.20546222222	6480.2679166364
663.25765044248	6632.2319405101
660.33581057269	6788.6608394482
657.43960087719	6949.7823164326
654.56868558952	7115.8682440637
651.72273478261	7287.8916651372
648.90142424242	7467.8758630390
646.10443534483	7653.7274660791
643.33145493562	7845.7635804180
640.58217521368	8044.3800617963
637.85629361702	8249.8731090589
635.15351271186	8462.5925779942
632.47354008439	8683.1479702756
629.81608823529	8911.8080216600
627.18087447699	9149.1214921274
624.56762083333	9395.6842443271
621.97605394191	9652.0333095301
619.40590495868	9919.4052103944
616.85690946502	10200.510196051
614.32880737705	10494.003797077
611.82134285714	10800.651732791
609.33426422764	11121.498899106
606.86732388664	11457.698862414
604.42027822581	11810.442625008
601.99288755020	12181.114565760
599.58491600000	12571.207645831
597.19613147410	12982.525358064
594.82630555556	13416.878493020
592.47521343874	13876.389719331
590.14263385827	14365.471363537
587.82834901961	14902.235769618
585.53214453125	15475.625619260
583.25380933852	16089.411682904
580.99313565891	16748.458095550
578.74991891892	17457.753698897
576.52395769231	18223.351652982
574.31505363985	19052.002138374
572.12301145038	19951.438827736
569.94763878327	20930.480017587
567.78874621212	21999.204885844
565.64614716981	23169.174177909
563.51965789474	24453.842687359
561.40909737828	25881.602647727
559.31428731343	27453.563436542
557.23505204461	29185.957725248
555.17121851852	31095.620736004
553.12261623616	33199.191286512
551.08907720588	35511.770513567
549.07043589744	38045.366277549
547.06652919708	40805.939834904
545.07719636364	43790.332434561
543.10227898551	46981.807702263
541.14162093863	50345.530369437
539.19506834532	53824.032273263
537.26246953405	57562.188181751
535.34367500000	61250.872644823
533.43853736655	64730.058344768
531.54691134752	67836.758619716
529.66865371025	70414.242626239
527.80362323944	72336.207021317
525.95168070175	73527.954451285
524.11268881119	73978.352273986
522.28651219512	73738.339575687
520.47301736111	72907.655168246
518.67207266436	71614.579696278
516.88354827586	69995.184223812
515.10731615120	68071.973021120
513.34325000000	66034.783729392
511.59122525597	64000.861505698
509.85111904762	62040.899604314
508.12281016949	60201.454005703
506.40617905405	58509.862933319
504.70110774411	56979.460579905
503.00747986577	55613.390158743
501.32518060201	54408.366069375
499.65409666667	53357.017974438
497.99411627907	52449.637263750
496.34512913907	51675.432590655
494.70702640264	50964.495309912
493.07970065789	50359.550573069
491.46304590164	49871.870926207
489.85695751634	49488.961662003
488.26133224756	49199.411063421
486.67606818182	48992.699084161
485.10106472492	48859.308251268
483.53622258065	48790.522023059
481.98144372990	48778.321668992
480.43663141026	48815.293245261
478.90169009585	48894.560648257
477.37652547771	49009.569972204
475.86104444444	49090.418792675
474.35515506329	49166.932091047
472.85876656151	49260.197368623
471.37178930818	49361.936813925
469.89413479624	49464.087741762
468.42571562500	49558.612862019
466.96644548287	49637.484150899
465.51623913043	49692.603266058
464.07501238390	49715.826696501
462.64268209877	49698.900004584
461.21916615385	49633.569927578
459.80438343558	49511.471407763
458.39825382263	49345.620866728
457.00069817073	49115.085014568
455.61163829787	48791.277132047
454.23099696970	48363.610767600
452.85869788520	47822.315629120
451.49466566265	47158.747386205
450.13882582583	46365.881700555
448.79110479042	45438.740251096
447.45142985075	44374.999915922
446.11972916667	43175.333068901
444.79593175074	41844.017652449
443.47996745562	40389.008230143
442.17176696165	38711.145326316
440.87126176471	36800.858288444
439.57838416422	34798.976286153
438.29306725146	32739.334160338
437.01524489796	30658.349092211
435.74485174419	28592.763996055
434.48182318841	26575.857566839
433.22609537572	24633.588469435
431.97760518732	22780.799688113
430.73629022989	21019.962095099
429.50208882521	19344.111994012
428.27494000000	17744.932730959
427.05478347578	16107.324277185
425.84155965909	14402.713806586
424.63520963173	12879.407710414
423.43567514124	11561.990439543
422.24289859155	10459.684731226
421.05682303371	9567.1643997417
419.87739215686	8869.7788191618
418.70455027933	8347.7704768799
417.53824233983	7979.6222822154
416.37841388889	7744.4559895969
415.22501108033	7622.7489715688
414.07798066298	7596.9107915474
412.93726997245	7669.1911354297
411.80282692308	7864.4225359949
410.67460000000	8133.6379368815
409.55253825137	8458.1135311378
408.43659128065	8823.0056863997
407.32670923913	9216.1966521928
406.22284281843	9628.5344770718
405.12494324324	10052.297273590
404.03296226415	10481.145247403
402.94685215054	10909.748834470
401.86656568365	11333.907735986
400.79205614973	11749.023083160
399.72327733333	12178.251004718
