#Parameters = {R=60}
#"Wavelength / nm"	"Total ACS [pw] (R=60) [Magnitude / nm^2]"
#------------------------------------------------------------
749.48114500000	58.751919008503
745.75238308458	62.132229151419
742.06053960396	64.449565340425
738.40506896552	67.486810996904
734.78543627451	70.606875400861
731.20111707317	73.739235640756
727.65159708738	77.595604150657
724.13637198068	82.258116445053
720.65494711538	86.864735342376
717.20683732057	91.673653505517
713.79156666667	96.647610330961
710.40866824645	101.77689503240
707.05768396226	107.18360692250
703.73816431925	112.71096384078
700.44966822430	118.52284011275
697.19176279070	124.52354752393
693.96402314815	130.71480583532
690.76603225806	137.17610210811
687.59738073394	143.95037601853
684.45766666667	151.06253970001
681.34649545455	158.52111862610
678.26347963801	166.19436076321
675.20823873874	174.19323985162
672.18039910314	182.62323183567
669.17959375000	191.35425871878
666.20546222222	200.46860125885
663.25765044248	210.01812318180
660.33581057269	219.98718006299
657.43960087719	230.40078634310
654.56868558952	241.36903516853
651.72273478261	254.17834321234
648.90142424242	271.08256641664
646.10443534483	288.88629524505
643.33145493562	307.62624660191
640.58217521368	327.32929740158
637.85629361702	348.09762245108
635.15351271186	369.95655820459
632.47354008439	393.12147496816
629.81608823529	417.53238210601
627.18087447699	443.34521724395
624.56762083333	470.73542177076
621.97605394191	499.72864401418
619.40590495868	531.44012627710
616.85690946502	569.36835570926
614.32880737705	609.60204157271
611.82134285714	652.63010591255
609.33426422764	698.55973883821
606.86732388664	747.65114705923
604.42027822581	800.23529933845
601.99288755020	856.60197657673
599.58491600000	917.11133329436
597.19613147410	982.39870513262
594.82630555556	1052.6027774342
592.47521343874	1128.3344637555
590.14263385827	1208.2361720278
587.82834901961	1278.5054401800
585.53214453125	1354.7860785672
583.25380933852	1437.6431991799
580.99313565891	1527.8827211783
578.74991891892	1626.4324051329
576.52395769231	1734.1869375334
574.31505363985	1852.2148108260
572.12301145038	1981.7804175830
569.94763878327	2124.2833685000
567.78874621212	2281.2920441678
565.64614716981	2454.3816377941
563.51965789474	2649.5916642356
561.40909737828	2969.8575369723
559.31428731343	3328.1702296551
557.23505204461	3729.0434154531
555.17121851852	4177.0788869862
553.12261623616	4676.9490212572
551.08907720588	5232.9019305237
549.07043589744	5848.3915606869
547.06652919708	6525.3440503091
545.07719636364	7263.1366184081
543.10227898551	8057.6143448890
541.14162093863	8899.5632361882
539.19506834532	9773.9003517063
537.26246953405	10647.300630365
535.34367500000	11497.301110380
533.43853736655	12285.991972362
531.54691134752	12971.687422285
529.66865371025	13514.929385390
527.80362323944	13884.720138023
525.95168070175	14063.653114955
524.11268881119	14050.865500686
522.28651219512	13861.420985334
520.47301736111	13522.500257475
518.67207266436	13068.149413300
516.88354827586	12534.032017761
515.10731615120	11937.432873545
513.34325000000	11316.022526296
511.59122525597	10697.434746067
509.85111904762	10099.605026989
508.12281016949	9534.2194179958
506.40617905405	9008.1421114649
504.70110774411	8524.5493593655
503.00747986577	8084.3318967598
501.32518060201	7686.5100842110
499.65409666667	7329.3168856799
497.99411627907	7010.3101829969
496.34512913907	6726.8124481035
494.70702640264	6481.3362703088
493.07970065789	6269.6807214393
491.46304590164	6087.7234764766
489.85695751634	5933.1189960919
488.26133224756	5803.7332162751
486.67606818182	5697.7697907198
485.10106472492	5613.5492103150
483.53622258065	5549.7746741578
481.98144372990	5505.1458123460
480.43663141026	5478.7383587718
478.90169009585	5469.6479848128
477.37652547771	5477.3623954888
475.86104444444	5573.7061340919
474.35515506329	5718.4258566794
472.85876656151	5878.7436623253
471.37178930818	6055.2144262753
469.89413479624	6248.3160387640
468.42571562500	6458.6008461205
466.96644548287	6686.5585869845
465.51623913043	6932.6733634543
464.07501238390	7197.4099796420
462.64268209877	7481.1745840076
461.21916615385	7784.3429628775
459.80438343558	8107.2693808456
458.39825382263	8451.4694544566
457.00069817073	8820.8803486065
455.61163829787	9215.9679474567
454.23099696970	9636.7843566628
452.85869788520	10083.387776491
451.49466566265	10555.848823118
450.13882582583	11054.231792103
448.79110479042	11578.739859315
447.45142985075	12130.017253585
446.11972916667	12709.172483237
444.79593175074	13318.063518001
443.47996745562	13959.658969501
442.17176696165	14697.183745890
440.87126176471	15548.995212013
439.57838416422	16464.312579636
438.29306725146	17453.011525511
437.01524489796	18523.041639968
435.74485174419	19674.955245518
434.48182318841	20892.172531558
433.22609537572	22129.379494759
431.97760518732	23302.223843703
430.73629022989	24287.811521642
429.50208882521	24946.680507925
428.27494000000	25167.817086073
427.05478347578	24875.633425332
425.84155965909	24016.239771452
424.63520963173	22811.115099926
423.43567514124	21464.574035660
422.24289859155	20121.517533840
421.05682303371	18862.567132813
419.87739215686	17723.039514270
418.70455027933	16710.582595492
417.53824233983	15819.045261575
416.37841388889	15037.812003787
415.22501108033	14354.807561474
414.07798066298	13758.929067717
412.93726997245	13236.200415719
411.80282692308	12791.380939183
410.67460000000	12432.796605067
409.55253825137	12151.961287510
408.43659128065	11943.403053810
407.32670923913	11803.749884216
406.22284281843	11730.492074169
405.12494324324	11722.779342541
404.03296226415	11779.812336368
402.94685215054	11900.662168887
401.86656568365	12083.038089884
400.79205614973	12323.263732600
399.72327733333	12652.109987248
