#Parameters = {R=10}
#"Wavelength / nm"	"Total RCS [pw] (R=10) [Magnitude / nm^2]"
#------------------------------------------------------------
749.48114500000	1.8167069739427
745.75238308458	1.5987332956310
742.06053960396	1.6115490956648
738.40506896552	1.5791600755213
734.78543627451	1.6057942284003
731.20111707317	1.6189296763375
727.65159708738	1.6410696471916
724.13637198068	1.6681438887361
720.65494711538	1.6655071823106
717.20683732057	1.6597184410943
713.79156666667	1.6896287636247
710.40866824645	1.6871505183536
707.05768396226	1.6867591129313
703.73816431925	1.6881592823009
700.44966822430	1.6689512293457
697.19176279070	1.7329093675614
693.96402314815	1.7343752174474
690.76603225806	1.7395268581682
687.59738073394	1.7324043366278
684.45766666667	1.7648070381870
681.34649545455	1.7732716244965
678.26347963801	1.7830268500381
675.20823873874	1.7936079344953
672.18039910314	1.8128400585151
669.17959375000	1.8189639249263
666.20546222222	1.8173683566584
663.25765044248	1.8382150923754
660.33581057269	1.8456413451331
657.43960087719	1.8574097740570
654.56868558952	1.8711856355045
651.72273478261	1.8824582181936
648.90142424242	1.8701351032564
646.10443534483	1.8663691252875
643.33145493562	1.8691513310632
640.58217521368	1.8773407118410
637.85629361702	1.8795374491507
635.15351271186	1.8766910818398
632.47354008439	1.8855794347068
629.81608823529	1.8857712594042
627.18087447699	1.8936228785369
624.56762083333	1.9022921089240
621.97605394191	1.9026191721620
619.40590495868	1.9173135254821
616.85690946502	1.9163175888191
614.32880737705	1.8538054447924
611.82134285714	1.8509307025855
609.33426422764	1.8451813298354
606.86732388664	1.8470484807736
604.42027822581	1.8411775932951
601.99288755020	1.8367119008037
599.58491600000	1.8427332470305
597.19613147410	1.8368059570541
594.82630555556	1.8377534103037
592.47521343874	1.8010279134667
590.14263385827	1.7935169090995
587.82834901961	1.8022206971545
585.53214453125	1.8184411400733
583.25380933852	1.8325493470033
580.99313565891	1.8419866844318
578.74991891892	1.8531613905294
576.52395769231	1.8574591426226
574.31505363985	1.8995321186704
572.12301145038	1.9062508258641
569.94763878327	1.9161218655301
567.78874621212	1.9325453782312
565.64614716981	1.9456904825904
563.51965789474	1.9582481721530
561.40909737828	1.9334206420592
559.31428731343	1.9101811122619
557.23505204461	1.8844619698862
555.17121851852	1.8346580299456
553.12261623616	1.7901891567384
551.08907720588	1.7663546775083
549.07043589744	1.7447989817585
547.06652919708	1.7101049745076
545.07719636364	1.6793102090246
543.10227898551	1.6496706759580
541.14162093863	1.6178379849921
539.19506834532	1.5867011639983
537.26246953405	1.5711444539872
535.34367500000	1.5518608900061
533.43853736655	1.5364222137914
531.54691134752	1.5171154741728
529.66865371025	1.4998815525275
527.80362323944	1.4674026941696
525.95168070175	1.4417897282364
524.11268881119	1.4204829961511
522.28651219512	1.3997400121754
520.47301736111	1.3721510647759
518.67207266436	1.3345027823208
516.88354827586	1.3137193235231
515.10731615120	1.2945304175770
513.34325000000	1.2988976157897
511.59122525597	1.2920915389789
509.85111904762	1.2769267966813
508.12281016949	1.2484570916081
506.40617905405	1.2216752929197
504.70110774411	1.2061995009977
503.00747986577	1.1727566797222
501.32518060201	1.1479293196345
499.65409666667	1.1189973018601
497.99411627907	1.0924718698795
496.34512913907	1.0690752191704
494.70702640264	1.0955360354939
493.07970065789	1.0699834893249
491.46304590164	1.0422189839101
489.85695751634	1.0121130460768
488.26133224756	0.98163869587163
486.67606818182	0.94823688650974
485.10106472492	0.92695138304809
483.53622258065	0.88177585043136
481.98144372990	0.85140947697783
480.43663141026	0.81288529990141
478.90169009585	0.78867422605669
477.37652547771	0.76835935068078
475.86104444444	0.68324704646340
474.35515506329	0.58460868676425
472.85876656151	0.49481044059446
471.37178930818	0.50905420141720
469.89413479624	0.51819164693042
468.42571562500	0.51862255191089
466.96644548287	0.52504451507567
465.51623913043	0.53546040922500
464.07501238390	0.53521015817257
462.64268209877	0.55037778969150
461.21916615385	0.55392703226371
459.80438343558	0.56296652198296
458.39825382263	0.57015220755376
457.00069817073	0.57726195042365
455.61163829787	0.58738915510694
454.23099696970	0.58862836751767
452.85869788520	0.59550839674412
451.49466566265	0.60692579085166
450.13882582583	0.61899942089369
448.79110479042	0.61942356207274
447.45142985075	0.62921464907813
446.11972916667	0.63271773162149
444.79593175074	0.65492617691601
443.47996745562	0.65538030159045
442.17176696165	0.66241459994560
440.87126176471	0.66929317872860
439.57838416422	0.68116278280775
438.29306725146	0.68915852000508
437.01524489796	0.70077356721326
435.74485174419	0.71168382072226
434.48182318841	0.71790070999113
433.22609537572	0.72533018222785
431.97760518732	0.73599058479282
430.73629022989	0.74545327408567
429.50208882521	0.75258270337195
428.27494000000	0.76862645468791
427.05478347578	0.77515549921289
425.84155965909	0.78881022224345
424.63520963173	0.80164985031942
423.43567514124	0.80719449472673
422.24289859155	0.81854974967260
421.05682303371	0.83406459109731
419.87739215686	0.84818763810267
418.70455027933	0.85057793455929
417.53824233983	0.86738526209804
416.37841388889	0.87986082955398
415.22501108033	0.89037415287341
414.07798066298	0.90033444714022
412.93726997245	0.91179480368647
411.80282692308	0.92456144437767
410.67460000000	0.94156547397620
409.55253825137	0.95606500038637
408.43659128065	0.96370727858984
407.32670923913	0.98374856188762
406.22284281843	0.99233902560082
405.12494324324	1.0120317626213
404.03296226415	1.0265458874818
402.94685215054	1.0405127354422
401.86656568365	1.0495680632243
400.79205614973	1.0630635329859
399.72327733333	1.0846016950470
