#Parameters = {R=150}
#"Wavelength / nm"	"Total RCS [pw] (R=150) [Magnitude / nm^2]"
#-------------------------------------------------------------
749.48114500000	145946.62272274
745.75238308458	142906.72959862
742.06053960396	141254.32150682
738.40506896552	140888.46262414
734.78543627451	141743.13068651
731.20111707317	143777.38722778
727.65159708738	146971.30792804
724.13637198068	151361.40447221
720.65494711538	156977.14850306
717.20683732057	163842.06334657
713.79156666667	171975.39867041
710.40866824645	181377.09365181
707.05768396226	191997.65797408
703.73816431925	203697.85473113
700.44966822430	216191.84454307
697.19176279070	228978.65095056
693.96402314815	241276.23673105
690.76603225806	251993.52593176
687.59738073394	259851.49076321
684.45766666667	263357.22780609
681.34649545455	261232.19511976
678.26347963801	253117.55502788
675.20823873874	239678.94560102
672.18039910314	222485.86658396
669.17959375000	203589.73224557
666.20546222222	185065.55969268
663.25765044248	168772.40321719
660.33581057269	156443.83565246
657.43960087719	150080.69849901
654.56868558952	152319.38895909
651.72273478261	164621.69326156
648.90142424242	176403.93822780
646.10443534483	163479.18475998
643.33145493562	132279.55940865
640.58217521368	104488.34888769
637.85629361702	84967.289685550
635.15351271186	71542.454453018
632.47354008439	62006.492987730
629.81608823529	55020.652953249
627.18087447699	49852.791676569
624.56762083333	46131.545735584
621.97605394191	43705.301252532
619.40590495868	42561.477594319
616.85690946502	42807.581911027
614.32880737705	44588.188194264
611.82134285714	48000.082063872
609.33426422764	53052.908111199
606.86732388664	59611.328554793
604.42027822581	67372.970752955
601.99288755020	75899.701322076
599.58491600000	84701.573481188
597.19613147410	93340.387461447
594.82630555556	101510.25859169
592.47521343874	109078.69101186
590.14263385827	116147.44902490
587.82834901961	123352.44962565
585.53214453125	130491.52837618
583.25380933852	138089.23676956
580.99313565891	146872.49277951
578.74991891892	157739.29424767
576.52395769231	171294.88121549
574.31505363985	185888.29287203
572.12301145038	194280.73318748
569.94763878327	188405.13357917
567.78874621212	173279.10793712
565.64614716981	159561.68892502
563.51965789474	151038.98826818
561.40909737828	146907.72840360
559.31428731343	146488.29561612
557.23505204461	146233.49687348
555.17121851852	144137.35932052
553.12261623616	142307.00810683
551.08907720588	141578.26274444
549.07043589744	141728.12711218
547.06652919708	142502.63043769
545.07719636364	143766.65286632
543.10227898551	145448.64621835
541.14162093863	147608.99019880
539.19506834532	150272.11721012
537.26246953405	153857.38942752
535.34367500000	158336.50208508
533.43853736655	163915.55478723
531.54691134752	170786.83247705
529.66865371025	179047.13461863
527.80362323944	188527.70909986
525.95168070175	198584.07743076
524.11268881119	208197.35343330
522.28651219512	216239.24506905
520.47301736111	221866.21954067
518.67207266436	224841.50960406
516.88354827586	225407.96084199
515.10731615120	224007.06911276
513.34325000000	221231.37780387
511.59122525597	217664.14602096
509.85111904762	213653.52163200
508.12281016949	209252.95914302
506.40617905405	204539.03799973
504.70110774411	199987.92809520
503.00747986577	196061.98722419
501.32518060201	192793.02167010
499.65409666667	189990.42411023
497.99411627907	187442.02923275
496.34512913907	185081.37981571
494.70702640264	182616.06055176
493.07970065789	180097.67342413
491.46304590164	177545.93031231
489.85695751634	174857.07449783
488.26133224756	171962.16999701
486.67606818182	168798.07184743
485.10106472492	165330.98026742
483.53622258065	161560.82561043
481.98144372990	157536.84948780
480.43663141026	153354.52955871
478.90169009585	149145.06443173
477.37652547771	145028.25605424
475.86104444444	140214.40586788
474.35515506329	134833.73144983
472.85876656151	128752.61788799
471.37178930818	121862.00840200
469.89413479624	114453.81250349
468.42571562500	107140.47554436
466.96644548287	100534.49691672
465.51623913043	95114.089905741
464.07501238390	91187.677586315
462.64268209877	88887.944046517
461.21916615385	88179.778691050
459.80438343558	88878.538112885
458.39825382263	90797.672610543
457.00069817073	93728.458790147
455.61163829787	97176.764179283
454.23099696970	100654.61424041
452.85869788520	103730.46083392
451.49466566265	106029.78417870
450.13882582583	107287.90288638
448.79110479042	107395.22408405
447.45142985075	106424.63664293
446.11972916667	104604.40628084
444.79593175074	102267.28520689
443.47996745562	99764.003606979
442.17176696165	97252.378687755
440.87126176471	95045.192316158
439.57838416422	93495.925630113
438.29306725146	92704.525247131
437.01524489796	92752.468675837
435.74485174419	93692.367253199
434.48182318841	95543.501990091
433.22609537572	98235.686769445
431.97760518732	101618.33979590
430.73629022989	105453.15932971
429.50208882521	109454.20864639
428.27494000000	113353.90517617
427.05478347578	117109.16583931
425.84155965909	120509.61684754
424.63520963173	123158.23252123
423.43567514124	125079.27576271
422.24289859155	126344.67918974
421.05682303371	127053.55317651
419.87739215686	127307.48730334
418.70455027933	127197.63097093
417.53824233983	126798.58147287
416.37841388889	126158.32321653
415.22501108033	125313.30065420
414.07798066298	124292.49195111
412.93726997245	122916.62391938
411.80282692308	120991.01634136
410.67460000000	119033.88451567
409.55253825137	117116.84436477
408.43659128065	115354.71653390
407.32670923913	113805.68028599
406.22284281843	112482.86312449
405.12494324324	111336.34770749
404.03296226415	110298.04047519
402.94685215054	109312.89037171
401.86656568365	108325.73810831
400.79205614973	107341.01291708
399.72327733333	106347.18827080
