#Parameters = {R=70}
#"Wavelength / nm"	"Total RCS [pw] (R=70) [Magnitude / nm^2]"
#------------------------------------------------------------
749.48114500000	10033.788228325
745.75238308458	10282.144576998
742.06053960396	10538.394353030
738.40506896552	10802.994960341
734.78543627451	11076.373371484
731.20111707317	11359.014602423
727.65159708738	11653.442790307
724.13637198068	11960.772697063
720.65494711538	12279.404178954
717.20683732057	12610.011252122
713.79156666667	12953.355909363
710.40866824645	13310.205239148
707.05768396226	13681.481964634
703.73816431925	14068.170518717
700.44966822430	14471.298370354
697.19176279070	14892.116052074
693.96402314815	15331.827237240
690.76603225806	15791.978417671
687.59738073394	16277.738222133
684.45766666667	16794.029365793
681.34649545455	17337.337927983
678.26347963801	17910.071194919
675.20823873874	18514.957563686
672.18039910314	19154.912344669
669.17959375000	19833.407468650
666.20546222222	20554.114561384
663.25765044248	21321.343071058
660.33581057269	22140.363771755
657.43960087719	23016.144116420
654.56868558952	23955.123164605
651.72273478261	24971.322727113
648.90142424242	26086.818501355
646.10443534483	27294.949088999
643.33145493562	28607.037640197
640.58217521368	30035.957252435
637.85629361702	31596.367641458
635.15351271186	33304.768468104
632.47354008439	35179.809017192
629.81608823529	37242.220511165
627.18087447699	39514.927011560
624.56762083333	42022.801031145
621.97605394191	44792.200107593
619.40590495868	47858.064652324
616.85690946502	51275.461427730
614.32880737705	55037.277711858
611.82134285714	59158.958178072
609.33426422764	63643.557937204
606.86732388664	68475.107504327
604.42027822581	73610.954679008
601.99288755020	78973.875961205
599.58491600000	84445.532622982
597.19613147410	89864.511522513
594.82630555556	95031.454057951
592.47521343874	99724.049200320
590.14263385827	103771.64516254
587.82834901961	107312.21905374
585.53214453125	109770.75824958
583.25380933852	111073.02484647
580.99313565891	111247.14551062
578.74991891892	110412.16546270
576.52395769231	108749.78633740
574.31505363985	106470.87208276
572.12301145038	103784.59211001
569.94763878327	100877.10408157
567.78874621212	97900.487004532
565.64614716981	94969.742707427
563.51965789474	92149.872363420
561.40909737828	89150.534526020
559.31428731343	86442.115625010
557.23505204461	84024.014834890
555.17121851852	81885.245318924
553.12261623616	80008.735898097
551.08907720588	78374.652172787
549.07043589744	76961.683427858
547.06652919708	75748.902182064
545.07719636364	74716.217963331
543.10227898551	73844.742724620
541.14162093863	73117.025820721
539.19506834532	72516.925744422
537.26246953405	72028.385728565
535.34367500000	71647.313488203
533.43853736655	71361.043124981
531.54691134752	71157.588177702
529.66865371025	71026.022436388
527.80362323944	70955.886914035
525.95168070175	70937.900813128
524.11268881119	70962.986971628
522.28651219512	71022.668376091
520.47301736111	71108.794686091
518.67207266436	71213.513048297
516.88354827586	71329.247154779
515.10731615120	71447.974547766
513.34325000000	71564.004173760
511.59122525597	71668.966824780
509.85111904762	71754.147483680
508.12281016949	71811.101478596
506.40617905405	71830.801643188
504.70110774411	71804.406637781
503.00747986577	71723.058104261
501.32518060201	71577.757505221
499.65409666667	71359.583742942
497.99411627907	71059.716969720
496.34512913907	70669.599413686
494.70702640264	70134.697419010
493.07970065789	69462.174075268
491.46304590164	68658.455660260
489.85695751634	67716.330014603
488.26133224756	66630.453788555
486.67606818182	65397.843340437
485.10106472492	64018.348356448
483.53622258065	62495.393402832
481.98144372990	60836.368646863
480.43663141026	59053.322144957
478.90169009585	57163.513688659
477.37652547771	55189.923678965
475.86104444444	52884.892630544
474.35515506329	50447.030589056
472.85876656151	48054.373877927
471.37178930818	45757.641082825
469.89413479624	43600.841524020
468.42571562500	41608.972767024
466.96644548287	39770.511159413
465.51623913043	38021.139952926
464.07501238390	36245.381982820
462.64268209877	34314.357279498
461.21916615385	32151.892883315
459.80438343558	29781.471032708
458.39825382263	27187.393537297
457.00069817073	24529.136897318
455.61163829787	22042.339624505
454.23099696970	19816.962874509
452.85869788520	17888.286850732
451.49466566265	16256.429140266
450.13882582583	14903.449704124
448.79110479042	13803.765444450
447.45142985075	12929.897820354
446.11972916667	12255.271697531
444.79593175074	11755.234464102
443.47996745562	11407.485456119
442.17176696165	11178.209495726
440.87126176471	11072.087941159
439.57838416422	11090.822969522
438.29306725146	11214.727254673
437.01524489796	11427.023469564
435.74485174419	11713.452439498
434.48182318841	12062.072607218
433.22609537572	12462.751839250
431.97760518732	12907.057549996
430.73629022989	13387.926711600
429.50208882521	13899.108741537
428.27494000000	14435.209716225
427.05478347578	15021.183950412
425.84155965909	15669.985094719
424.63520963173	16315.888706690
423.43567514124	16942.222387087
422.24289859155	17527.542558587
421.05682303371	18044.548206634
419.87739215686	18463.541046591
418.70455027933	18758.283480554
417.53824233983	18915.591675781
416.37841388889	18943.690653097
415.22501108033	18873.849095907
414.07798066298	18752.551400132
412.93726997245	18617.573053643
411.80282692308	18538.696420782
410.67460000000	18590.127027109
409.55253825137	18779.900296679
408.43659128065	19105.484230659
407.32670923913	19560.939243760
406.22284281843	20138.404934600
405.12494324324	20827.984162401
404.03296226415	21615.330084349
402.94685215054	22480.429352027
401.86656568365	23397.543723129
400.79205614973	24336.783398840
399.72327733333	25313.484919006
