#Parameters = {R=180}
#"Wavelength / nm"	"Total ACS [pw] (R=180) [Magnitude / nm^2]"
#-------------------------------------------------------------
749.48114500000	39450.886944872
745.75238308458	30888.538100745
742.06053960396	24139.467961863
738.40506896552	19756.657107288
734.78543627451	17005.070949718
731.20111707317	15276.283138409
727.65159708738	14243.278374428
724.13637198068	13702.641593837
720.65494711538	13480.842459616
717.20683732057	13498.388013670
713.79156666667	13698.494911222
710.40866824645	14032.369051753
707.05768396226	14450.277953095
703.73816431925	14899.052791453
700.44966822430	15326.643899169
697.19176279070	15691.418403517
693.96402314815	15974.665445595
690.76603225806	16190.978187360
687.59738073394	16392.944978999
684.45766666667	16670.882047389
681.34649545455	17154.735766195
678.26347963801	18024.618004792
675.20823873874	19541.973442623
672.18039910314	22111.519089943
669.17959375000	26379.908395499
666.20546222222	33282.765069313
663.25765044248	43555.196667299
660.33581057269	55330.149243519
657.43960087719	61354.400043761
654.56868558952	56850.854465032
651.72273478261	47880.837480119
648.90142424242	41311.307681653
646.10443534483	39764.102745495
643.33145493562	45732.288649094
640.58217521368	59491.642327160
637.85629361702	58649.549898756
635.15351271186	42582.257447135
632.47354008439	32019.708661622
629.81608823529	26733.537432652
627.18087447699	24112.541130320
624.56762083333	22898.944649336
621.97605394191	22546.094361074
619.40590495868	22842.943278392
616.85690946502	23806.764700342
614.32880737705	25275.743006375
611.82134285714	27262.844242290
609.33426422764	29795.677131398
606.86732388664	32884.026631075
604.42027822581	36472.111029350
601.99288755020	40380.269396434
599.58491600000	44248.725890313
597.19613147410	47559.606000809
594.82630555556	49813.822780078
592.47521343874	50784.356499076
590.14263385827	50595.189827014
587.82834901961	49290.732787801
585.53214453125	48201.320841917
583.25380933852	48292.443840087
580.99313565891	50998.234953246
578.74991891892	58697.186818827
576.52395769231	71859.063736375
574.31505363985	75891.149161088
572.12301145038	63336.622097540
569.94763878327	52844.300387438
567.78874621212	49647.373069169
565.64614716981	48093.835237053
563.51965789474	41681.855987896
561.40909737828	36649.304518664
559.31428731343	34162.765596341
557.23505204461	33200.565647056
555.17121851852	33139.858959716
553.12261623616	33727.776766991
551.08907720588	34845.403182114
549.07043589744	36475.311769789
547.06652919708	38655.451762334
545.07719636364	41463.848654693
543.10227898551	45036.609080378
541.14162093863	49553.187339596
539.19506834532	55238.388349633
537.26246953405	62369.249097580
535.34367500000	71063.926051287
533.43853736655	80778.613690022
531.54691134752	89838.250192100
529.66865371025	95724.409690448
527.80362323944	96884.193293860
525.95168070175	94329.289744035
524.11268881119	90570.419677091
522.28651219512	87361.728814251
520.47301736111	84552.749369096
518.67207266436	81372.095919143
516.88354827586	78389.896733942
515.10731615120	75979.189993611
513.34325000000	74101.665894545
511.59122525597	72763.937389316
509.85111904762	71963.842773401
508.12281016949	71686.726820388
506.40617905405	71905.440895369
504.70110774411	72605.990662051
503.00747986577	73742.571685708
501.32518060201	75226.270798231
499.65409666667	76941.604409744
497.99411627907	78770.846299916
496.34512913907	80639.585224811
494.70702640264	82840.362265078
493.07970065789	85381.417583847
491.46304590164	88468.205398265
489.85695751634	92401.633678906
488.26133224756	97142.583001925
486.67606818182	101712.84047383
485.10106472492	104186.19117497
483.53622258065	103249.24403619
481.98144372990	99733.961834002
480.43663141026	95603.333518296
478.90169009585	92276.290603605
477.37652547771	90208.372654068
475.86104444444	89862.967144446
474.35515506329	90517.412567035
472.85876656151	91422.339927560
471.37178930818	92315.100503588
469.89413479624	93191.691204150
468.42571562500	94212.531889691
466.96644548287	95655.959592806
465.51623913043	97719.209192644
464.07501238390	100411.64615291
462.64268209877	103429.59643943
461.21916615385	106194.55774034
459.80438343558	108061.01253094
458.39825382263	108597.41195604
457.00069817073	107797.12876019
455.61163829787	106234.81893662
454.23099696970	104433.11865012
452.85869788520	102788.84070556
451.49466566265	101602.01162649
450.13882582583	101114.51636654
448.79110479042	101445.40408353
447.45142985075	102416.23562738
446.11972916667	103786.99631289
444.79593175074	105154.83108414
443.47996745562	106217.00083954
442.17176696165	106835.08159697
440.87126176471	106890.43109406
439.57838416422	106460.97222328
438.29306725146	105751.56853241
437.01524489796	104922.74634256
435.74485174419	104045.67295024
434.48182318841	103152.43597483
433.22609537572	102297.46292243
431.97760518732	101598.11702764
430.73629022989	101230.33859943
429.50208882521	101294.68777161
428.27494000000	101865.98536856
427.05478347578	103092.14526605
425.84155965909	104990.37401306
424.63520963173	106987.99499782
423.43567514124	108766.72180922
422.24289859155	110125.66093731
421.05682303371	111029.23085808
419.87739215686	111558.76023120
418.70455027933	111826.30767788
417.53824233983	111938.49868542
416.37841388889	111974.62789700
415.22501108033	111981.65899245
414.07798066298	111981.25730085
412.93726997245	111977.65968659
411.80282692308	111911.59423798
410.67460000000	111667.14109529
409.55253825137	111223.36695548
408.43659128065	110630.38945310
407.32670923913	109934.77491711
406.22284281843	109178.37437134
405.12494324324	108386.25116197
404.03296226415	107586.47875064
402.94685215054	106797.36016363
401.86656568365	106051.40308760
400.79205614973	105383.76712615
399.72327733333	104815.88410389
