#
#"Frequency / THz"	"Total RCS [pw] [Magnitude / nm^2]"
#-----------------------------------------------------
515.00000000000	4657.0932976527
516.00000000000	4709.2748215374
517.00000000000	4762.2074344008
518.00000000000	4815.9725705370
519.00000000000	4870.6558795275
520.00000000000	4926.3491891432
521.00000000000	4983.1282199365
522.00000000000	5041.0624222862
523.00000000000	5100.2100881258
524.00000000000	5160.6221571702
525.00000000000	5222.3345425069
526.00000000000	5285.3714067092
527.00000000000	5349.7593277028
528.00000000000	5415.4937710478
529.00000000000	5482.5579543911
530.00000000000	5550.9210758303
531.00000000000	5620.5421554675
532.00000000000	5691.3658457227
533.00000000000	5763.3297731000
534.00000000000	5836.3793610523
535.00000000000	5910.4362918694
536.00000000000	5985.4206610576
537.00000000000	6061.2541664431
538.00000000000	6137.8626561835
539.00000000000	6215.1760395544
540.00000000000	6293.1344464695
541.00000000000	6371.7097051501
542.00000000000	6450.8646298613
543.00000000000	6530.5845189179
544.00000000000	6610.8730983891
545.00000000000	6691.7575882127
546.00000000000	6773.2863680999
547.00000000000	6855.5346872779
548.00000000000	6938.6215093899
549.00000000000	7022.6614532363
550.00000000000	7107.8022797727
551.00000000000	7194.2056202517
552.00000000000	7282.0632492233
553.00000000000	7371.5775172591
554.00000000000	7462.9658800186
555.00000000000	7556.4801556651
556.00000000000	7652.3455548383
557.00000000000	7750.8034075238
558.00000000000	7852.0826327665
559.00000000000	7956.4128300512
560.00000000000	8064.0093087829
561.00000000000	8175.0721032490
562.00000000000	8289.8078316712
563.00000000000	8408.3600788337
564.00000000000	8530.8605926867
565.00000000000	8657.4076806214
566.00000000000	8788.0708661497
567.00000000000	8922.8872320695
568.00000000000	9061.8644560600
569.00000000000	9205.0066215719
570.00000000000	9352.2497331305
571.00000000000	9503.5199477783
572.00000000000	9658.7234302592
573.00000000000	9817.7511180217
574.00000000000	9980.4888059771
575.00000000000	10146.825563596
576.00000000000	10316.689104276
577.00000000000	10489.982517990
578.00000000000	10666.655670264
579.00000000000	10846.693755434
580.00000000000	11030.137048342
581.00000000000	11217.085119205
582.00000000000	11407.708200043
583.00000000000	11602.296277686
584.00000000000	11801.178069245
585.00000000000	12004.794085793
586.00000000000	12213.694030913
587.00000000000	12428.534108338
588.00000000000	12650.086480670
589.00000000000	12879.234225491
590.00000000000	13117.011909436
591.00000000000	13364.508988341
592.00000000000	13622.938406048
593.00000000000	13893.604122185
594.00000000000	14177.895771948
595.00000000000	14477.271590487
596.00000000000	14793.243298280
597.00000000000	15127.395047221
598.00000000000	15481.265270002
599.00000000000	15856.404743701
600.00000000000	16254.323583433
601.00000000000	16676.470899561
602.00000000000	17124.202841086
603.00000000000	17598.759401998
604.00000000000	18101.268631270
605.00000000000	18632.621848919
606.00000000000	19193.520942435
607.00000000000	19784.433524724
608.00000000000	20405.568560377
609.00000000000	21056.846246858
610.00000000000	21737.883050825
611.00000000000	22448.015075012
612.00000000000	23186.171485823
613.00000000000	23950.949976448
614.00000000000	24740.596085593
615.00000000000	25552.990505462
616.00000000000	26385.659388358
617.00000000000	27235.775332878
618.00000000000	28100.231109024
619.00000000000	28975.517870188
620.00000000000	29857.861713622
621.00000000000	30743.219143461
622.00000000000	31627.314476677
623.00000000000	32505.674079628
624.00000000000	33373.671268056
625.00000000000	34226.616437692
626.00000000000	35059.688660392
627.00000000000	35868.074684346
628.00000000000	36647.015893887
629.00000000000	37391.845740577
630.00000000000	38098.051770423
631.00000000000	38761.332005866
632.00000000000	39377.687803530
633.00000000000	39943.358989242
634.00000000000	40454.978306193
635.00000000000	40909.580263438
636.00000000000	41304.653835402
637.00000000000	41638.166518968
638.00000000000	41908.600861152
639.00000000000	42115.019401861
640.00000000000	42256.976807701
641.00000000000	42334.619747986
642.00000000000	42348.668944114
643.00000000000	42300.412340349
644.00000000000	42191.696802555
645.00000000000	42024.902497210
646.00000000000	41802.952177561
647.00000000000	41529.201530805
648.00000000000	41207.466610422
649.00000000000	40841.949941974
650.00000000000	40437.207177341
651.00000000000	39998.078199375
652.00000000000	39529.625154735
653.00000000000	39037.092077180
654.00000000000	38525.797803140
655.00000000000	38001.106340755
656.00000000000	37468.348703192
657.00000000000	36932.755840965
658.00000000000	36399.397593847
659.00000000000	35873.121165160
660.00000000000	35358.489307269
661.00000000000	34859.740645129
662.00000000000	34380.732050801
663.00000000000	33924.901062682
664.00000000000	33495.231078060
665.00000000000	33094.225586908
666.00000000000	32723.891381707
667.00000000000	32385.709781412
668.00000000000	32080.683559119
669.00000000000	31809.295825367
670.00000000000	31571.534190456
671.00000000000	31366.919832261
672.00000000000	31194.526019643
673.00000000000	31053.026118055
674.00000000000	30940.690814953
675.00000000000	30855.531027170
676.00000000000	30795.259498426
677.00000000000	30757.364693412
678.00000000000	30739.178634178
679.00000000000	30737.926772390
680.00000000000	30750.781435142
681.00000000000	30774.879814531
682.00000000000	30807.501326796
683.00000000000	30845.992974940
684.00000000000	30887.850337138
685.00000000000	30930.767496013
686.00000000000	30972.666154045
687.00000000000	31011.722130527
688.00000000000	31046.332534563
689.00000000000	31075.301209786
690.00000000000	31097.667758195
691.00000000000	31112.767701517
692.00000000000	31120.225508401
693.00000000000	31119.929419498
694.00000000000	31112.015949779
695.00000000000	31096.756314561
696.00000000000	31074.752581493
697.00000000000	31046.670356583
698.00000000000	31013.267275271
699.00000000000	30975.354013837
700.00000000000	30933.730720933
701.00000000000	30889.152172206
702.00000000000	30842.184107623
703.00000000000	30793.426669424
704.00000000000	30743.204447885
705.00000000000	30691.613657031
706.00000000000	30638.497322370
707.00000000000	30583.409477938
708.00000000000	30525.600409310
709.00000000000	30463.910093635
710.00000000000	30397.063039348
711.00000000000	30323.365135342
712.00000000000	30240.835538716
713.00000000000	30147.216573702
714.00000000000	30040.011803227
715.00000000000	29916.539548784
716.00000000000	29773.846462259
717.00000000000	29609.111299466
718.00000000000	29419.369408589
719.00000000000	29201.688167134
720.00000000000	28953.233663702
721.00000000000	28671.345100056
722.00000000000	28353.606111526
723.00000000000	27997.807931716
724.00000000000	27602.318069763
725.00000000000	27165.837801358
726.00000000000	26687.554505867
727.00000000000	26167.201664339
728.00000000000	25605.078547006
729.00000000000	25002.095018239
730.00000000000	24359.703069627
731.00000000000	23680.133875910
732.00000000000	22966.159245793
733.00000000000	22221.150711880
734.00000000000	21449.035486002
735.00000000000	20654.271746556
736.00000000000	19841.767427767
737.00000000000	19016.803988423
738.00000000000	18185.055280288
739.00000000000	17352.381455035
740.00000000000	16524.780818781
741.00000000000	15708.287134655
742.00000000000	14908.885238125
743.00000000000	14132.375304940
744.00000000000	13384.331782382
745.00000000000	12669.925753665
746.00000000000	11993.875684989
747.00000000000	11360.366590303
748.00000000000	10772.952567022
749.00000000000	10234.515978167
750.00000000000	9747.1881039166
