#
#"Frequency / THz"	"Total ACS [pw] [Magnitude / nm^2]"
#-----------------------------------------------------
576.00000000000	1433.0630999772
577.00000000000	1513.2585267644
578.00000000000	1597.6648307401
579.00000000000	1685.5537736411
580.00000000000	1776.1483423699
581.00000000000	1868.6503217719
582.00000000000	1962.2597722281
583.00000000000	2056.2126906490
584.00000000000	2149.7778693654
585.00000000000	2242.3049944724
586.00000000000	2333.2440218286
587.00000000000	2422.1680608238
588.00000000000	2508.7902343862
589.00000000000	2592.9853351126
590.00000000000	2674.8125001180
591.00000000000	2754.4922419548
592.00000000000	2832.4503467856
593.00000000000	2909.3031764643
594.00000000000	2985.8644100113
595.00000000000	3063.1272071949
596.00000000000	3142.2655871137
597.00000000000	3224.6224271841
598.00000000000	3311.6459407414
599.00000000000	3404.9137611085
600.00000000000	3506.0854189565
601.00000000000	3616.8729205463
602.00000000000	3739.0009482995
603.00000000000	3874.1728123760
604.00000000000	4024.0526637292
605.00000000000	4190.1646379953
606.00000000000	4373.9145200445
607.00000000000	4576.5264136534
608.00000000000	4799.0117153594
609.00000000000	5042.1307648616
610.00000000000	5306.3615480306
611.00000000000	5591.9015287477
612.00000000000	5898.5673236046
613.00000000000	6225.8534663179
614.00000000000	6572.8925454391
615.00000000000	6938.4537544362
616.00000000000	7320.9439857343
617.00000000000	7718.4169514556
618.00000000000	8128.6125209236
619.00000000000	8548.8966144703
620.00000000000	8976.3705857326
621.00000000000	9407.8831333849
622.00000000000	9840.0619815586
623.00000000000	10269.365994088
624.00000000000	10692.131316338
625.00000000000	11104.658437839
626.00000000000	11503.161270115
627.00000000000	11883.931930027
628.00000000000	12243.360432351
629.00000000000	12577.994479534
630.00000000000	12884.591821498
631.00000000000	13160.178581398
632.00000000000	13402.129038838
633.00000000000	13608.105553911
634.00000000000	13776.208231118
635.00000000000	13904.968356459
636.00000000000	13993.378749373
637.00000000000	14040.913047891
638.00000000000	14047.533750285
639.00000000000	14013.727901538
640.00000000000	13940.409011981
641.00000000000	13829.001006052
642.00000000000	13681.378790015
643.00000000000	13499.841912236
644.00000000000	13287.079934775
645.00000000000	13046.124391904
646.00000000000	12780.317675725
647.00000000000	12493.206810652
648.00000000000	12188.540934098
649.00000000000	11870.188010641
650.00000000000	11542.075257043
651.00000000000	11208.118445124
652.00000000000	10872.168312644
653.00000000000	10537.946295879
654.00000000000	10208.969958759
655.00000000000	9888.5204355205
656.00000000000	9579.5858792775
657.00000000000	9284.8178818333
658.00000000000	9006.4900075292
659.00000000000	8746.4781082833
660.00000000000	8506.2336602275
661.00000000000	8286.7721250749
662.00000000000	8088.6756556062
663.00000000000	7912.0916976579
664.00000000000	7756.7524767715
665.00000000000	7621.9914901546
666.00000000000	7506.7785180877
667.00000000000	7409.7477921304
668.00000000000	7329.2667528384
669.00000000000	7263.4614728372
670.00000000000	7210.2719345523
671.00000000000	7167.5185751114
672.00000000000	7132.9540213734
673.00000000000	7104.3200869526
674.00000000000	7079.3946058255
675.00000000000	7056.0941827481
676.00000000000	7032.4783098873
677.00000000000	7006.8159504666
678.00000000000	6977.6275107484
679.00000000000	6943.7216870674
680.00000000000	6904.2247079643
681.00000000000	6858.5764648469
682.00000000000	6806.6206679742
683.00000000000	6748.5304133402
684.00000000000	6684.8373971904
685.00000000000	6616.4110113511
686.00000000000	6544.4410479876
687.00000000000	6470.4087737119
688.00000000000	6396.0186565517
689.00000000000	6323.2475950434
690.00000000000	6254.2061683064
691.00000000000	6191.1208281388
692.00000000000	6136.2716436083
693.00000000000	6091.9425210527
694.00000000000	6060.3590343304
695.00000000000	6043.5992661382
696.00000000000	6043.6494855815
697.00000000000	6062.2402630628
698.00000000000	6100.8488685136
699.00000000000	6160.6490180198
700.00000000000	6242.4905635153
701.00000000000	6346.8661326450
702.00000000000	6473.8519899416
703.00000000000	6623.2441683579
704.00000000000	6794.4230517102
705.00000000000	6986.4097518800
706.00000000000	7197.8878358659
707.00000000000	7427.2347446550
708.00000000000	7672.5600981903
709.00000000000	7931.6714426937
710.00000000000	8202.3385885810
711.00000000000	8482.1512252126
712.00000000000	8768.6255421299
713.00000000000	9059.2853523541
714.00000000000	9351.7052055885
715.00000000000	9643.5749478528
716.00000000000	9932.6546526095
717.00000000000	10217.111497519
718.00000000000	10495.290713147
719.00000000000	10765.836023495
720.00000000000	11027.722120518
721.00000000000	11280.265230370
722.00000000000	11523.140354229
723.00000000000	11756.244429194
724.00000000000	11980.066381081
725.00000000000	12195.304382130
726.00000000000	12402.921205426
727.00000000000	12604.127159421
728.00000000000	12800.318385046
729.00000000000	12993.009028904
730.00000000000	13183.601765351
731.00000000000	13373.832821194
732.00000000000	13565.183351061
733.00000000000	13758.979221456
734.00000000000	13956.319625403
735.00000000000	14158.004883841
736.00000000000	14364.472422152
737.00000000000	14575.528014233
738.00000000000	14790.960430823
739.00000000000	15009.854695984
740.00000000000	15230.790300699
741.00000000000	15451.839607565
742.00000000000	15670.572686046
743.00000000000	15884.088855229
744.00000000000	16088.780735738
745.00000000000	16281.210357157
746.00000000000	16457.379385713
747.00000000000	16613.083005723
748.00000000000	16743.999216508
749.00000000000	16845.800828137
750.00000000000	16914.293411969
