400, 4.437513174239007, 0.06963051918826846, 4.507143693427276, 3.8376181445096758, 0.047802684601339074, 3.885420829111015, 0.5903357167516392, 0.017680215512991482, 0.6080159322646307, 0.005693726680403324, 0.00031789249612880835, 0.006011619176532132, 0.003861885011917474, 0.003805205829490331, 0.007667090841407805, 0.0000034272033737325787, 0.0000061286476680384246, 0.000009555851041771003, 2.7330534310824154e-7, 0.000018157352632845876, 0.00001843065797595412, 7.570992322851233e-10, 9.18777156896437e-8, 9.263481492192883e-8, 1.9486090657484048e-11, 1.4104132396351433e-7, 1.410608100541718e-7
403, 4.274949736714463, 0.06581134584061044, 4.3407610825550735, 3.655302487042267, 0.043301420446677064, 3.698603907488944, 0.6110269390287055, 0.018789391557613166, 0.6298163305863187, 0.005337667590110861, 0.00030471271381801984, 0.005642380303928881, 0.00327926926955463, 0.003392819859196143, 0.006672089128750773, 0.0000031347610914477946, 0.000005878236200222497, 0.000009012997291670291, 2.383333677242806e-7, 0.000016903592165989025, 0.000017141925533713306, 6.726592217251561e-10, 8.709990185672127e-8, 8.777256107844643e-8, 1.6646964238386406e-11, 1.3064234571728748e-7, 1.3065899268152586e-7
406, 4.124431785942831, 0.06273611658487432, 4.1871679025277055, 3.483102256887034, 0.03937352683987472, 3.5224757837269087, 0.6335194589556205, 0.020007796261484412, 0.6535272552171049, 0.005007323642027529, 0.00029241526371454225, 0.005299738905742072, 0.0027996684743498926, 0.00304077879979519, 0.005840447274145083, 0.0000028692195715024747, 0.000005640806354340061, 0.000008510025925842536, 2.0815178111595187e-7, 0.00001575333400846225, 0.0000159614857895782, 5.981540215400618e-10, 8.260745496164324e-8, 8.320560898318331e-8, 1.4240769495364899e-11, 1.2110446808847503e-7, 1.2111870885797038e-7
409, 3.9860385005423957, 0.060324286166616226, 4.046362786709012, 3.320902029600991, 0.03593583399370326, 3.356837863594694, 0.658031076823976, 0.0213491900181233, 0.6793802668420993, 0.004700556387040733, 0.00028091920215726675, 0.004981475589197999, 0.0024020272011707777, 0.0027380387099728517, 0.005140065911143629, 0.000002627924806072898, 0.0000054155179768933666, 0.000008043442782966265, 1.8205981227876313e-7, 0.000014696542295374054, 0.000014878602107652816, 5.323546535493954e-10, 7.838102500864024e-8, 7.891337966218964e-8, 1.2198552800201414e-11, 1.1234833725969093e-7, 1.1236053581249113e-7
412, 3.8596590273929388, 0.058512247498404335, 3.918171274891343, 3.168358159472308, 0.03291744089453452, 3.2012756003668423, 0.6848126823307843, 0.022829592904444196, 0.7076422752352285, 0.004415431982084138, 0.0002701527621258547, 0.004685584744209993, 0.0020701851546572354, 0.0024759549812794967, 0.004546140135936732, 0.0000024085024685036563, 0.000005201597535130669, 0.000007610100003634325, 1.5946594361940098e-7, 0.000013724305389756958, 0.000013883771333376359, 4.741915169711714e-10, 7.44027398091155e-8, 7.487693132608667e-8, 1.04628108388376e-11, 1.0430267575833448e-7, 1.0431313856917332e-7
415, 3.7450975827260273, 0.05725170664557888, 3.802349289371606, 3.0249988247222945, 0.030258243235984583, 3.055257067958279, 0.7141546066118096, 0.024467730327080717, 0.7386223369388903, 0.004150198689464987, 0.00026005213721953975, 0.0044102508266845265, 0.0017916035743778893, 0.0022476851105689656, 0.004039288684946855, 0.0000022088265357184124, 0.00000499833180152387, 0.000007207158337242283, 1.398697925260498e-7, 0.00001282869262176913, 0.000012968562414295181, 4.227327774254646e-10, 7.065607857268635e-8, 7.107881135011182e-8, 8.985511371110962e-12, 9.690338063960231e-8, 9.691236615097342e-8
418, 3.6421454071533845, 0.056508297956565645, 3.69865370510995, 2.8902891280151555, 0.027907430486931784, 2.9181965585020873, 0.7463944047352458, 0.026285583346040253, 0.772679988081286, 0.0039032672098143536, 0.00025056044818848495, 0.0041538276580028385, 0.0015564569694158184, 0.002047757601426524, 0.0036042145708423423, 0.000002026991648815966, 0.000004805062234655792, 0.000006832053883471758, 1.2284718328782766e-7, 0.00001200263150194661, 0.000012125478685234437, 3.7716581282433825e-10, 6.7125757553932e-8, 6.750292336675634e-8, 7.726469595111744e-12, 9.009273149391263e-8, 9.010045796350774e-8
421, 3.5506312225561745, 0.05626054986931717, 3.6068917724254916, 2.7636726397166735, 0.02582208507624628, 2.78949472479292, 0.7819264435975719, 0.028309071967913657, 0.8102355155654856, 0.0036731934430585685, 0.00024162686157643562, 0.003914820304635004, 0.0013569761288579547, 0.0018717562853927119, 0.0032287324142506665, 0.0000018612887398328716, 0.0000046211799694365646, 0.000006482468709269436, 1.0803781398730653e-7, 0.000011239802168323718, 0.000011347839982311024, 3.3678126601727044e-10, 6.379762647875089e-8, 6.413440774476816e-8, 6.652013795242219e-12, 8.381869377172116e-8, 8.38253457855164e-8
424, 3.470458437109226, 0.05649925929411603, 3.526957696403342, 2.644597220637837, 0.023965938625265526, 2.6685631592631025, 0.8212137808211505, 0.03056890836281434, 0.8517826891839648, 0.0034586633370834357, 0.00023320583559413143, 0.003691869172677567, 0.0011869666878837214, 0.0017160861056746749, 0.0029030527935583962, 0.0000017101835157412728, 0.000004446121341659315, 0.000006156304857400588, 9.513504052236118e-8, 0.000010534546388810977, 0.000010629681429333337, 3.0095932293342345e-10, 6.065857462330562e-8, 6.095953394623905e-8, 5.733886777130435e-12, 7.803430498652742e-8, 7.804003887330454e-8
427, 3.4016350067881485, 0.057227313301354776, 3.4588623200895032, 2.5325304517998575, 0.022308298561291462, 2.554838750361149, 0.8648029668846623, 0.033101668553668806, 0.8979046354383311, 0.003258479537372538, 0.00022525647280223406, 0.003483736010174772, 0.0010414521172935295, 0.0015777972327606139, 0.0026192493500541434, 0.000001572297444918797, 0.0000042793638821667445, 0.000005851661327085541, 8.387739295073422e-8, 0.000009881788896219694, 0.000009965666289170428, 2.6915789290388836e-10, 5.7696445548596633e-8, 5.796560344150052e-8, 4.948339848498771e-12, 7.269713310828838e-8, 7.270208144813688e-8
430, 3.344300336994962, 0.058459998838902294, 3.4027603358338645, 2.426968262908057, 0.02082313771390254, 2.4477914006219597, 0.9133425977482116, 0.03595114672377153, 0.9492937444719831, 0.003071549595136773, 0.0002177419627760152, 0.003289291557912788, 0.0009164060659113888, 0.00145445150759159, 0.0023708575735029787, 0.0000014463909379120369, 0.0000041204227246197116, 0.000005566813662531748, 7.404151327202147e-8, 0.000009276969205095336, 0.000009351010718367358, 2.409024166533892e-10, 5.4899959607224174e-8, 5.514086202387756e-8, 4.275384324997695e-12, 6.776879794599768e-8, 6.777307333032267e-8
433, 3.2987526936173004, 0.060225857918290604, 3.358978551535591, 2.3274391660564153, 0.019488330363181205, 2.3469274964195965, 0.9676067053743818, 0.03917007736267841, 1.0067767827370602, 0.002896875528106915, 0.00021062910083111813, 0.0031075046289380332, 0.0008085496541897229, 0.0013440199778672192, 0.002152569632056942, 0.0000013313484544373797, 0.000003968847378299283, 0.000005300195832736663, 6.54362627028444e-8, 0.000008715982363821877, 0.000008781418626524722, 2.1577706861548296e-10, 5.22586434383338e-8, 5.2474420506949284e-8, 3.698172142024384e-12, 6.32145475828915e-8, 6.321824575503353e-8
436, 3.2654801449769137, 0.06256817460854469, 3.3280483195854584, 2.2335056986262285, 0.01828501529143134, 2.25179071391766, 1.028524421017982, 0.04282233904252064, 1.0713467600605027, 0.0027335445586651745, 0.00020388787125241985, 0.0029374324299175944, 0.0007151965143087847, 0.0012448035355869373, 0.001960000049895722, 0.0000012261653031677375, 0.000003824218823724281, 0.000005050384126892018, 5.78977936585301e-8, 0.000008195127345451028, 0.000008253025139109558, 1.9341715498568353e-10, 4.976276575382328e-8, 4.9956182908808965e-8, 3.202482467033052e-12, 5.9002883005759e-8, 5.900608548822603e-8
439, 3.245197984192912, 0.06554722146330683, 3.310745205656219, 2.1447641387055376, 0.01719706662539089, 2.1619612053309285, 1.09721780991357, 0.04698579242999634, 1.1442036023435664, 0.002580720879472951, 0.00019749108539509523, 0.002778211964868046, 0.0006341332966910147, 0.0011553708999362102, 0.0017895041966272248, 0.0000011299359307443311, 0.0000036861468943122365, 0.000004816082825056568, 5.1285419507692805e-8, 0.000007711061986845384, 0.000007762347406353078, 1.7350253831632583e-10, 4.740327879542643e-8, 4.7576781333742756e-8, 2.776295491892928e-12, 5.510522499079404e-8, 5.5108001286285936e-8
442, 3.238895838345833, 0.06924344896565549, 3.3081392873114885, 2.0608431934289824, 0.016210654943370706, 2.077053848372353, 1.175050392341421, 0.05175595784639064, 1.2268063501878117, 0.0024376383181232233, 0.00019141406660587446, 0.0026290523847290978, 0.0005635267774680487, 0.001074509752174877, 0.0016380365296429257, 0.0000010418435223040512, 0.000003554267911984393, 0.000004596111434288444, 4.547814564635644e-8, 0.000007260763556276455, 0.000007306241701922811, 1.557519443346547e-10, 4.5171764909610954e-8, 4.532751685394561e-8, 2.4094380473483118e-12, 5.149561809668459e-8, 5.149802753473194e-8
445, 3.2478982414608786, 0.07376187619530938, 3.321660117656188, 1.9814021176519352, 0.01531388334381667, 1.9967160009957519, 1.2636896772557344, 0.05725080897921919, 1.3209404862349536, 0.002303593790331791, 0.000185634375209685, 0.002489228165541476, 0.0005018510983488847, 0.001001187934691619, 0.0015030390330405036, 9.611507582025121e-7, 0.000003428242548637614, 0.000004389393306840126, 4.0371750056297084e-8, 0.000006841494171208271, 0.000006881865921264568, 1.3991802774852142e-10, 4.3060387746538534e-8, 4.3200305774287056e-8, 2.093288484792402e-12, 4.815046729163051e-8, 4.81525605801153e-8
448, 3.2739433351557206, 0.0792380394787946, 3.353181374634515, 1.9061285580994805, 0.014496485456454433, 1.9206250435559349, 1.3651880820420765, 0.06361705482787938, 1.428805136869956, 0.0021779414463737054, 0.00018013156787769977, 0.002358073014251405, 0.000447830372265887, 0.000934522417609625, 0.0013823527898755119, 8.871915910273949e-7, 0.0000033077538888728864, 0.0000041949454799002814, 3.5876321453440284e-8, 0.000006450770405918385, 0.000006486646727371825, 1.2578309169230823e-10, 4.106184764168869e-8, 4.1187630733381e-8, 1.8205305442520116e-12, 4.5048303321798e-8, 4.5050123852342255e-8
451, 3.3192855578384126, 0.08584598380948716, 3.4051315416478998, 1.8347363100833705, 0.013749574499855255, 1.8484858845832257, 1.482087915824202, 0.0710384072959962, 1.5531263231201982, 0.002060087428344644, 0.00017488698657869154, 0.0022349744149233355, 0.0004003931096454973, 0.0008737543087501791, 0.0012741474183956764, 8.193639238544239e-7, 0.000003192505672369721, 0.000004011869596224145, 3.191417933049558e-8, 0.000006086336527129959, 0.000006118250706460455, 1.1315537066025113e-10, 3.91693407850387e-8, 3.928249615569895e-8, 1.5849477750329444e-12, 4.2169573428683665e-8, 4.2171158376458696e-8
